id,tenant_id,plant_id,timestamp,active_power_kw,energy_kwh,daily_yield_kwh,inv1_ac_kw,inv1_dc_kw,inv1_eff,inverter_data,irradiance_wm2,temp_c,humidity,wind_mps,rain_prob,alarm_code,severity
562,1,1,2026-02-02T17:15:00Z,0.0,0.0,6937.38,0.0,0.0,0.9456,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9456}}",0.0,27.3,64.2,2.61,12.7,,
563,1,1,2026-02-02T17:20:00Z,0.46,0.0382,6937.41,0.09,0.1,0.9569,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.09, ""dc_kw"": 0.1, ""eff"": 0.9569}}",4.6,26.6,62.6,1.85,12.0,,
564,1,1,2026-02-02T17:25:00Z,0.0,0.0,6937.41,0.0,0.0,0.9845,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9845}}",0.0,27.7,62.9,2.55,11.1,,
565,1,1,2026-02-02T17:30:00Z,24.52,2.0435,6939.46,4.9,5.08,0.9653,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.9, ""dc_kw"": 5.08, ""eff"": 0.9653}}",21.0,27.0,66.3,2.52,13.0,,
566,1,1,2026-02-02T17:35:00Z,7.79,0.6493,6940.11,1.56,1.62,0.96,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.56, ""dc_kw"": 1.62, ""eff"": 0.96}}",0.0,27.3,62.4,2.56,15.6,,
567,1,1,2026-02-02T17:40:00Z,0.0,0.0,6940.11,0.0,0.0,0.9452,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9452}}",0.0,26.8,65.4,2.71,12.3,,
568,1,1,2026-02-02T17:45:00Z,2.27,0.1894,6940.3,0.45,0.47,0.9748,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.45, ""dc_kw"": 0.47, ""eff"": 0.9748}}",22.0,27.7,63.2,2.25,18.2,,
569,1,1,2026-02-02T17:50:00Z,0.0,0.0,6940.3,0.0,0.0,0.9526,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9526}}",0.0,27.3,64.9,2.46,21.8,,
570,1,1,2026-02-02T17:55:00Z,15.73,1.3112,6941.61,3.15,3.26,0.9655,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.15, ""dc_kw"": 3.26, ""eff"": 0.9655}}",7.9,26.4,63.0,2.55,13.5,,
571,1,1,2026-02-02T18:00:00Z,8.31,0.6921,6942.3,1.66,1.75,0.9518,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.66, ""dc_kw"": 1.75, ""eff"": 0.9518}}",20.9,26.3,63.0,1.8,13.2,,
572,1,1,2026-02-02T18:05:00Z,13.84,1.1531,6943.45,2.77,2.81,0.9832,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.77, ""dc_kw"": 2.81, ""eff"": 0.9832}}",8.7,26.6,64.7,2.62,13.9,,
573,1,1,2026-02-02T18:10:00Z,26.43,2.2022,6945.66,5.29,5.44,0.9713,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.29, ""dc_kw"": 5.44, ""eff"": 0.9713}}",0.0,26.5,62.1,2.45,18.4,,
574,1,1,2026-02-02T18:15:00Z,2.91,0.2422,6945.9,0.58,0.62,0.9409,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.58, ""dc_kw"": 0.62, ""eff"": 0.9409}}",0.0,26.5,62.6,1.58,21.6,,
575,1,1,2026-02-02T18:20:00Z,9.29,0.7742,6946.67,1.86,1.9,0.9796,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.86, ""dc_kw"": 1.9, ""eff"": 0.9796}}",0.0,27.4,62.5,1.84,10.8,,
576,1,1,2026-02-02T18:25:00Z,20.31,1.6926,6948.36,4.06,4.32,0.941,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.06, ""dc_kw"": 4.32, ""eff"": 0.941}}",0.0,26.6,63.7,2.31,10.4,,
577,1,1,2026-02-02T18:30:00Z,0.0,0.0,0.0,0.0,0.0,0.983,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.983}}",0.0,27.0,72.8,2.2,30.6,,
578,1,1,2026-02-02T18:35:00Z,15.63,1.3022,1.3,3.13,3.25,0.9629,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.13, ""dc_kw"": 3.25, ""eff"": 0.9629}}",11.9,26.5,70.6,2.32,36.1,,
579,1,1,2026-02-02T18:40:00Z,4.83,0.4022,1.7,0.97,1.01,0.9558,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.97, ""dc_kw"": 1.01, ""eff"": 0.9558}}",8.4,26.7,69.1,2.2,38.6,,
580,1,1,2026-02-02T18:45:00Z,0.0,0.0,1.7,0.0,0.0,0.9605,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9605}}",0.0,26.7,67.0,2.56,39.3,,
581,1,1,2026-02-02T18:50:00Z,0.0,0.0,1.7,0.0,0.0,0.9526,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9526}}",0.0,27.7,72.7,2.12,26.7,,
582,1,1,2026-02-02T18:55:00Z,0.0,0.0,1.7,0.0,0.0,0.9467,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9467}}",0.0,26.2,69.2,2.04,35.0,,
583,1,1,2026-02-02T19:00:00Z,0.0,0.0,1.7,0.0,0.0,0.9738,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9738}}",14.2,26.8,69.3,1.84,32.9,,
584,1,1,2026-02-02T19:05:00Z,42.88,3.5734,5.28,8.58,8.95,0.9579,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 8.58, ""dc_kw"": 8.95, ""eff"": 0.9579}}",24.6,27.5,71.1,1.87,37.7,,
585,1,1,2026-02-02T19:10:00Z,7.41,0.6175,5.9,1.48,1.53,0.9674,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.48, ""dc_kw"": 1.53, ""eff"": 0.9674}}",21.2,26.5,68.7,2.33,35.8,,
586,1,1,2026-02-02T19:15:00Z,0.0,0.0,5.9,0.0,0.0,0.9515,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9515}}",0.0,26.2,67.3,2.2,29.3,,
587,1,1,2026-02-02T19:20:00Z,3.3,0.2754,6.17,0.66,0.69,0.9534,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.66, ""dc_kw"": 0.69, ""eff"": 0.9534}}",12.9,27.4,68.4,1.7,33.9,,
588,1,1,2026-02-02T19:25:00Z,38.38,3.1983,9.37,7.68,7.82,0.9822,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 7.68, ""dc_kw"": 7.82, ""eff"": 0.9822}}",18.0,27.8,69.8,2.53,31.5,,
589,1,1,2026-02-02T19:30:00Z,20.49,1.7077,11.08,4.1,4.2,0.9761,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.1, ""dc_kw"": 4.2, ""eff"": 0.9761}}",0.0,27.4,67.4,2.11,29.4,,
590,1,1,2026-02-02T19:35:00Z,16.16,1.3469,12.42,3.23,3.32,0.9726,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.23, ""dc_kw"": 3.32, ""eff"": 0.9726}}",19.7,26.4,71.6,1.82,38.1,,
591,1,1,2026-02-02T19:40:00Z,0.0,0.0,12.42,0.0,0.0,0.97,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.97}}",0.0,26.9,71.6,2.18,41.3,,
592,1,1,2026-02-02T19:45:00Z,1.26,0.1046,12.53,0.25,0.26,0.9508,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.25, ""dc_kw"": 0.26, ""eff"": 0.9508}}",0.0,26.7,70.8,1.55,40.6,,
593,1,1,2026-02-02T19:50:00Z,0.0,0.0,12.53,0.0,0.0,0.9679,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9679}}",8.3,26.5,72.3,2.62,29.8,,
594,1,1,2026-02-02T19:55:00Z,0.0,0.0,12.53,0.0,0.0,0.9413,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9413}}",0.0,26.5,68.7,1.66,38.4,,
595,1,1,2026-02-02T20:00:00Z,0.0,0.0,12.53,0.0,0.0,0.9435,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9435}}",17.0,27.0,70.6,1.98,27.9,,
596,1,1,2026-02-02T20:05:00Z,15.72,1.3097,13.84,3.14,3.24,0.9709,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.14, ""dc_kw"": 3.24, ""eff"": 0.9709}}",7.1,27.7,73.0,2.31,27.4,,
597,1,1,2026-02-02T20:10:00Z,32.79,2.7327,16.57,6.56,6.72,0.9756,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 6.56, ""dc_kw"": 6.72, ""eff"": 0.9756}}",17.5,26.4,68.4,2.78,38.4,,
598,1,1,2026-02-02T20:15:00Z,23.92,1.9933,18.56,4.78,4.98,0.9612,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.78, ""dc_kw"": 4.98, ""eff"": 0.9612}}",0.0,26.5,71.1,1.97,28.6,,
599,1,1,2026-02-02T20:20:00Z,0.0,0.0,18.56,0.0,0.0,0.9723,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9723}}",0.0,26.7,71.2,1.75,29.3,,
600,1,1,2026-02-02T20:25:00Z,0.0,0.0,18.56,0.0,0.0,0.9527,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9527}}",0.0,27.5,72.5,2.22,27.6,,
601,1,1,2026-02-02T20:30:00Z,0.0,0.0,18.56,0.0,0.0,0.9402,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9402}}",0.0,26.8,67.0,2.33,32.2,,
602,1,1,2026-02-02T20:35:00Z,23.54,1.9615,20.53,4.71,4.92,0.9568,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.71, ""dc_kw"": 4.92, ""eff"": 0.9568}}",21.4,27.4,68.4,2.44,36.4,,
603,1,1,2026-02-02T20:40:00Z,9.89,0.8239,21.35,1.98,2.09,0.9443,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.98, ""dc_kw"": 2.09, ""eff"": 0.9443}}",1.4,27.0,70.3,2.3,31.4,,
604,1,1,2026-02-02T20:45:00Z,0.0,0.0,21.35,0.0,0.0,0.9612,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9612}}",1.4,26.3,72.0,1.67,39.6,,
605,1,1,2026-02-02T20:50:00Z,12.08,1.0066,22.36,2.42,2.54,0.9509,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.42, ""dc_kw"": 2.54, ""eff"": 0.9509}}",0.0,27.1,72.0,2.36,34.4,,
606,1,1,2026-02-02T20:55:00Z,0.0,0.0,22.36,0.0,0.0,0.9794,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9794}}",0.0,27.2,67.4,2.71,29.7,,
607,1,1,2026-02-02T21:00:00Z,0.0,0.0,22.36,0.0,0.0,0.956,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.956}}",0.0,27.5,67.4,2.23,40.6,,
608,1,1,2026-02-02T21:05:00Z,0.61,0.0512,22.41,0.12,0.13,0.9819,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.12, ""dc_kw"": 0.13, ""eff"": 0.9819}}",12.5,27.5,68.6,1.55,27.6,,
609,1,1,2026-02-02T21:10:00Z,29.06,2.4214,24.83,5.81,6.11,0.9506,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.81, ""dc_kw"": 6.11, ""eff"": 0.9506}}",27.6,26.4,71.4,2.19,29.4,,
610,1,1,2026-02-02T21:15:00Z,15.79,1.316,26.14,3.16,3.31,0.9555,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.16, ""dc_kw"": 3.31, ""eff"": 0.9555}}",7.5,26.5,71.5,2.04,28.1,,
611,1,1,2026-02-02T21:20:00Z,0.0,0.0,26.14,0.0,0.0,0.9546,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9546}}",0.0,27.3,72.3,1.72,29.2,,
612,1,1,2026-02-02T21:25:00Z,29.49,2.4573,28.6,5.9,6.18,0.954,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.9, ""dc_kw"": 6.18, ""eff"": 0.954}}",0.0,27.8,69.7,1.96,31.3,,
613,1,1,2026-02-02T21:30:00Z,3.79,0.3157,28.92,0.76,0.8,0.949,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.76, ""dc_kw"": 0.8, ""eff"": 0.949}}",0.0,27.4,69.6,2.44,35.7,,
614,1,1,2026-02-02T21:35:00Z,9.6,0.7997,29.72,1.92,1.97,0.9721,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.92, ""dc_kw"": 1.97, ""eff"": 0.9721}}",15.9,27.7,68.5,2.75,33.3,,
615,1,1,2026-02-02T21:40:00Z,16.75,1.3957,31.11,3.35,3.53,0.9494,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.35, ""dc_kw"": 3.53, ""eff"": 0.9494}}",29.0,27.2,70.1,2.79,31.1,,
616,1,1,2026-02-02T21:45:00Z,24.46,2.0381,33.15,4.89,5.07,0.9644,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 4.89, ""dc_kw"": 5.07, ""eff"": 0.9644}}",21.3,26.2,71.9,2.4,30.7,,
617,1,1,2026-02-02T21:50:00Z,17.43,1.4527,34.6,3.49,3.61,0.9656,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.49, ""dc_kw"": 3.61, ""eff"": 0.9656}}",25.6,26.4,67.2,1.96,28.6,,
618,1,1,2026-02-02T21:55:00Z,14.06,1.1713,35.78,2.81,2.89,0.9719,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.81, ""dc_kw"": 2.89, ""eff"": 0.9719}}",0.0,27.5,67.6,2.02,40.3,,
619,1,1,2026-02-02T22:00:00Z,41.93,3.4941,39.27,8.39,8.68,0.9662,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 8.39, ""dc_kw"": 8.68, ""eff"": 0.9662}}",17.6,26.5,72.0,2.4,35.2,,
620,1,1,2026-02-02T22:05:00Z,16.25,1.3545,40.62,3.25,3.4,0.955,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.25, ""dc_kw"": 3.4, ""eff"": 0.955}}",0.0,27.4,70.5,1.6,27.4,,
621,1,1,2026-02-02T22:10:00Z,28.05,2.3378,42.96,5.61,5.81,0.9665,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.61, ""dc_kw"": 5.81, ""eff"": 0.9665}}",19.0,26.9,72.2,2.63,29.9,,
622,1,1,2026-02-02T22:15:00Z,2.4,0.1996,43.16,0.48,0.51,0.9461,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.48, ""dc_kw"": 0.51, ""eff"": 0.9461}}",0.0,27.4,69.3,1.9,27.2,,
623,1,1,2026-02-02T22:20:00Z,0.0,0.0,43.16,0.0,0.0,0.9662,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9662}}",0.1,26.6,67.3,2.45,32.4,,
624,1,1,2026-02-02T22:25:00Z,0.0,0.0,43.16,0.0,0.0,0.9651,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9651}}",0.3,26.6,68.7,2.01,28.5,,
625,1,1,2026-02-02T22:30:00Z,0.0,0.0,43.16,0.0,0.0,0.9454,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9454}}",0.0,26.8,67.5,2.15,38.1,,
626,1,1,2026-02-02T22:35:00Z,17.67,1.4725,44.63,3.53,3.72,0.9505,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.53, ""dc_kw"": 3.72, ""eff"": 0.9505}}",3.6,27.0,70.9,1.75,35.8,,
627,1,1,2026-02-02T22:40:00Z,10.3,0.8587,45.49,2.06,2.15,0.9584,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.06, ""dc_kw"": 2.15, ""eff"": 0.9584}}",0.0,27.4,68.9,2.7,27.9,,
628,1,1,2026-02-02T22:45:00Z,29.26,2.4383,47.93,5.85,6.05,0.9671,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.85, ""dc_kw"": 6.05, ""eff"": 0.9671}}",0.0,26.7,70.6,1.53,31.1,,
629,1,1,2026-02-02T22:50:00Z,11.17,0.9305,48.86,2.23,2.34,0.9562,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.23, ""dc_kw"": 2.34, ""eff"": 0.9562}}",29.4,26.9,67.9,1.56,38.8,,
630,1,1,2026-02-02T22:55:00Z,40.91,3.4091,52.27,8.18,8.36,0.9785,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 8.18, ""dc_kw"": 8.36, ""eff"": 0.9785}}",15.5,27.6,67.7,1.57,40.8,,
631,1,1,2026-02-02T23:00:00Z,0.0,0.0,52.27,0.0,0.0,0.9488,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9488}}",19.2,26.2,71.2,1.64,33.3,,
632,1,1,2026-02-02T23:05:00Z,16.06,1.3385,53.61,3.21,3.4,0.9457,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.21, ""dc_kw"": 3.4, ""eff"": 0.9457}}",2.3,26.5,70.1,1.84,33.8,,
633,1,1,2026-02-02T23:10:00Z,0.0,0.0,53.61,0.0,0.0,0.9521,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9521}}",11.9,26.2,70.5,2.36,27.2,,
634,1,1,2026-02-02T23:15:00Z,10.52,0.8765,54.49,2.1,2.21,0.9516,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 2.1, ""dc_kw"": 2.21, ""eff"": 0.9516}}",17.4,27.2,67.3,2.35,26.7,,
635,1,1,2026-02-02T23:20:00Z,29.9,2.4916,56.98,5.98,6.3,0.9498,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.98, ""dc_kw"": 6.3, ""eff"": 0.9498}}",21.1,27.3,72.2,1.52,39.6,,
636,1,1,2026-02-02T23:25:00Z,1.89,0.1578,57.13,0.38,0.4,0.9478,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.38, ""dc_kw"": 0.4, ""eff"": 0.9478}}",0.0,27.8,67.6,1.91,39.5,,
637,1,1,2026-02-02T23:30:00Z,1.8,0.1503,57.28,0.36,0.38,0.9544,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.36, ""dc_kw"": 0.38, ""eff"": 0.9544}}",0.0,26.9,72.6,1.53,30.3,,
638,1,1,2026-02-02T23:35:00Z,0.0,0.0,57.28,0.0,0.0,0.9834,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9834}}",0.0,26.5,69.1,1.96,35.9,,
639,1,1,2026-02-02T23:40:00Z,18.97,1.5805,58.87,3.79,4.03,0.9407,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.79, ""dc_kw"": 4.03, ""eff"": 0.9407}}",0.1,27.5,70.8,2.64,39.9,,
640,1,1,2026-02-02T23:45:00Z,0.0,0.0,58.87,0.0,0.0,0.9566,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9566}}",3.3,26.6,67.9,2.67,36.4,,
641,1,1,2026-02-02T23:50:00Z,6.56,0.5467,59.41,1.31,1.33,0.983,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 1.31, ""dc_kw"": 1.33, ""eff"": 0.983}}",27.6,27.2,70.8,1.8,30.1,,
642,1,1,2026-02-02T23:55:00Z,26.9,2.2413,61.65,5.38,5.51,0.9754,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.38, ""dc_kw"": 5.51, ""eff"": 0.9754}}",24.6,26.7,70.3,1.77,28.6,,
643,1,1,2026-02-03T00:00:00Z,51.35,4.2791,65.93,10.27,10.44,0.9833,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 10.27, ""dc_kw"": 10.44, ""eff"": 0.9833}}",21.8,26.7,71.2,2.18,28.6,,
644,1,1,2026-02-03T00:05:00Z,26.92,2.243,68.18,5.38,5.7,0.9447,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 5.38, ""dc_kw"": 5.7, ""eff"": 0.9447}}",0.0,27.7,72.5,1.91,34.9,,
645,1,1,2026-02-03T00:10:00Z,0.0,0.0,68.18,0.0,0.0,0.9579,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9579}}",0.0,27.6,71.4,2.5,39.7,,
646,1,1,2026-02-03T00:15:00Z,16.75,1.3955,69.57,3.35,3.55,0.9442,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.35, ""dc_kw"": 3.55, ""eff"": 0.9442}}",0.0,27.7,72.4,2.71,30.6,,
647,1,1,2026-02-03T00:20:00Z,0.0,0.0,69.57,0.0,0.0,0.9498,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9498}}",0.0,27.4,70.7,1.85,35.0,,
648,1,1,2026-02-03T00:25:00Z,17.45,1.4538,71.02,3.49,3.59,0.9714,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.49, ""dc_kw"": 3.59, ""eff"": 0.9714}}",11.2,26.8,71.1,2.12,34.1,,
649,1,1,2026-02-03T00:30:00Z,0.0,0.0,71.02,0.0,0.0,0.9738,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 0.0, ""dc_kw"": 0.0, ""eff"": 0.9738}}",0.0,27.6,69.9,1.68,29.4,,
650,1,1,2026-02-03T00:35:00Z,15.47,1.2889,72.31,3.09,3.28,0.9423,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 3.09, ""dc_kw"": 3.28, ""eff"": 0.9423}}",0.0,26.8,69.5,2.5,41.4,,
651,1,1,2026-02-03T00:40:00Z,49.21,4.1007,76.41,9.84,10.28,0.9576,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 9.84, ""dc_kw"": 10.28, ""eff"": 0.9576}}",65.2,28.0,69.9,1.99,33.4,,
652,1,1,2026-02-03T00:45:00Z,73.13,6.0945,82.51,14.63,15.19,0.963,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 14.63, ""dc_kw"": 15.19, ""eff"": 0.963}}",68.2,27.5,68.9,2.39,37.7,,
653,1,1,2026-02-03T00:50:00Z,117.96,9.8304,92.34,23.59,24.51,0.9627,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 23.59, ""dc_kw"": 24.51, ""eff"": 0.9627}}",89.3,27.9,69.7,2.71,27.2,,
654,1,1,2026-02-03T00:55:00Z,90.24,7.5198,99.86,18.05,18.85,0.9573,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 18.05, ""dc_kw"": 18.85, ""eff"": 0.9573}}",104.1,28.2,70.1,2.48,27.3,,
655,1,1,2026-02-03T01:00:00Z,126.9,10.5753,110.43,25.38,26.84,0.9458,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 25.38, ""dc_kw"": 26.84, ""eff"": 0.9458}}",127.5,28.2,69.5,2.49,27.4,,
656,1,1,2026-02-03T01:05:00Z,132.7,11.058,121.49,26.54,28.07,0.9455,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 26.54, ""dc_kw"": 28.07, ""eff"": 0.9455}}",122.8,28.9,67.7,2.74,40.6,,
657,1,1,2026-02-03T01:10:00Z,136.05,11.3371,132.83,27.21,28.62,0.9506,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 27.21, ""dc_kw"": 28.62, ""eff"": 0.9506}}",140.6,28.2,70.5,2.69,29.6,,
658,1,1,2026-02-03T01:15:00Z,179.35,14.9461,147.78,35.87,37.53,0.9557,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 35.87, ""dc_kw"": 37.53, ""eff"": 0.9557}}",185.7,29.4,71.3,1.95,28.3,,
659,1,1,2026-02-03T01:20:00Z,161.59,13.4657,161.24,32.32,33.18,0.9739,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 32.32, ""dc_kw"": 33.18, ""eff"": 0.9739}}",171.9,29.6,70.1,3.06,32.2,,
660,1,1,2026-02-03T01:25:00Z,209.39,17.4493,178.69,41.88,43.7,0.9583,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 41.88, ""dc_kw"": 43.7, ""eff"": 0.9583}}",200.4,29.6,67.9,2.99,29.2,,
661,1,1,2026-02-03T01:30:00Z,208.07,17.3388,196.03,41.61,43.02,0.9674,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 41.61, ""dc_kw"": 43.02, ""eff"": 0.9674}}",230.0,29.5,70.8,2.04,28.5,,
662,1,1,2026-02-03T01:35:00Z,208.16,17.347,213.38,41.63,43.1,0.9659,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 41.63, ""dc_kw"": 43.1, ""eff"": 0.9659}}",228.8,30.4,70.3,1.93,39.8,,
663,1,1,2026-02-03T01:40:00Z,246.12,20.5099,233.89,49.22,51.04,0.9645,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 49.22, ""dc_kw"": 51.04, ""eff"": 0.9645}}",243.1,29.3,70.6,2.27,34.8,,
664,1,1,2026-02-03T01:45:00Z,244.19,20.3493,254.24,48.84,49.98,0.9771,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 48.84, ""dc_kw"": 49.98, ""eff"": 0.9771}}",238.6,29.7,70.9,2.03,39.3,,
665,1,1,2026-02-03T01:50:00Z,308.79,25.7323,279.97,61.76,63.64,0.9705,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 61.76, ""dc_kw"": 63.64, ""eff"": 0.9705}}",307.9,29.7,69.5,2.24,36.6,,
666,1,1,2026-02-03T01:55:00Z,285.91,23.8262,303.79,57.18,60.01,0.9528,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 57.18, ""dc_kw"": 60.01, ""eff"": 0.9528}}",316.8,30.1,69.7,2.8,40.5,,
667,1,1,2026-02-03T02:00:00Z,280.76,23.3964,327.19,56.15,57.85,0.9706,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 56.15, ""dc_kw"": 57.85, ""eff"": 0.9706}}",309.0,30.1,69.6,2.79,30.9,,
668,1,1,2026-02-03T02:05:00Z,340.17,28.3473,355.54,68.03,70.31,0.9677,"{""inv_count"": 5, ""inv1"": {""ac_kw"": 68.03, ""dc_kw"": 70.31, ""eff"": 0.9677}}",334.5,31.1,71.2,2.9,28.2,,
